model_id,reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
Flusight-baseline,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.95,26530.0
Flusight-baseline,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.975,28980.0
Flusight-baseline,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.99,31356.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.01,1287.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.025,1505.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.05,1768.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.1,2130.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.15,2213.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.2,2236.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.25,2253.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.3,2267.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.35,2278.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.4,2285.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.45,2293.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.5,2299.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.55,2305.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.6,2313.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.65,2320.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.7,2331.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.75,2345.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.8,2362.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.85,2385.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.9,2468.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.95,2829.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.975,3088.0
Flusight-baseline,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.99,3313.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.01,549.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.025,608.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.05,655.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.1,686.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.15,717.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.2,742.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.25,763.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.3,777.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.35,788.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.4,797.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.45,804.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.5,811.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.55,817.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.6,825.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.65,834.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.7,845.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.75,859.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.8,880.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.85,905.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.9,936.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.95,967.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.975,1016.0
Flusight-baseline,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.99,1073.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.01,1108.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.025,1216.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.05,1343.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.1,1437.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.15,1470.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.2,1485.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.25,1497.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.3,1505.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.35,1511.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.4,1517.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.45,1522.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.5,1527.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.55,1532.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.6,1537.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.65,1543.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.7,1549.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.75,1557.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.8,1569.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.85,1585.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.9,1617.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.95,1714.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.975,1837.0
Flusight-baseline,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.99,1946.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.01,1269.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.025,1441.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.05,1537.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.1,1602.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.15,1654.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.2,1688.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.25,1726.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.3,1750.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.35,1764.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.4,1774.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.45,1783.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.5,1791.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.55,1799.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.6,1808.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.65,1818.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.7,1832.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.75,1857.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.8,1894.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.85,1928.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.9,1981.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.95,2043.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.975,2139.0
Flusight-baseline,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.99,2310.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.01,13738.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.025,14791.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.05,15934.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.1,17477.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.15,18676.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.2,19716.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.25,20676.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.3,21606.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.35,22506.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.4,23397.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.45,24306.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.5,25235.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.55,26190.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.6,27191.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.65,28275.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.7,29473.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.75,30801.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.8,32309.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.85,34091.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.9,36300.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.95,39639.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.975,42528.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.99,45566.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.01,1542.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.025,1668.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.05,1797.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.1,1969.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.15,2113.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.2,2235.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.25,2350.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.3,2458.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.35,2567.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.4,2673.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.45,2793.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.5,2912.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.55,3030.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.6,3144.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.65,3278.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.7,3411.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.75,3548.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.8,3695.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.85,3855.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.9,4044.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.95,4281.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.975,4482.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.99,4675.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.01,640.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.025,682.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.05,727.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.1,795.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.15,856.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.2,911.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.25,956.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.3,999.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.35,1041.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.4,1085.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.45,1130.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.5,1168.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.55,1203.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.6,1240.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.65,1284.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.7,1332.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.75,1387.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.8,1448.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.85,1513.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.9,1594.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.95,1706.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.975,1789.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.99,1882.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.01,1181.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.025,1258.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.05,1364.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.1,1479.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.15,1566.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.2,1647.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.25,1722.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.3,1793.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.35,1851.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.4,1907.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.45,1963.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.5,2024.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.55,2088.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.6,2159.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.65,2239.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.7,2339.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.75,2455.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.8,2591.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.85,2762.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.9,2938.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.95,3254.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.975,3622.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.99,3939.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.01,915.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.025,971.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.05,1031.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.1,1120.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.15,1204.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.2,1275.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.25,1343.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.3,1410.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.35,1474.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.4,1537.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.45,1604.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.5,1671.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.55,1739.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.6,1809.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.65,1875.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.7,1949.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.75,2028.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.8,2122.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.85,2226.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.9,2345.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.95,2540.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.975,2712.0
MOBS-GLEAM_FLUH,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.99,2925.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.01,13348.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.025,14027.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.05,14667.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.1,15421.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.15,15945.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.2,16387.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.25,16770.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.3,17143.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.35,17547.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.4,18004.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.45,18558.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.5,19666.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.55,21312.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.6,22132.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.65,22775.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.7,23355.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.75,23984.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.8,24538.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.85,25213.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.9,25980.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.95,27001.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.975,27899.0
PSI-DICE,2022-12-17,1,2022-12-24,US,wk inc flu hosp,quantile,0.99,28967.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.01,674.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.025,736.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.05,788.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.1,838.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.15,871.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.2,905.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.25,933.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.3,962.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.35,997.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.4,1037.0
